hotspot_id,dominant_junction,historical_CHI,pred_24h_violations,pred_24h_CHI
HS_8960145a133ffff,No Junction,44.28124252191539,4.233095,36.470924
HS_8961892ebb7ffff,No Junction,44.21388414436017,4.233095,36.470924
HS_896189219cfffff,No Junction,44.204426684036555,13.262195,100.0
HS_896189259a3ffff,"BTP189 - New Diagonal Road, Jayanagar",44.12459521753632,1.831348,34.86182
HS_8961892436bffff,"BTP163 - 16th Main Road, BTM Layout",44.07193093259971,1.831348,34.86182
HS_896189254a7ffff,No Junction,44.03518946771764,4.284296,34.42899
HS_8960145b513ffff,No Junction,44.00519159926494,5.2335362,34.65406
HS_8960145a213ffff,"BTP093 - Toll Gate, Mysore Road",43.96397753513221,2.4923286,13.747459
HS_89618925db7ffff,BTP222 - Delmia Circle,43.89652433746416,1.831348,32.737385
HS_8960145a427ffff,BTP155 - Katriguppe Junction,43.80235014452344,1.8825496,11.167056
HS_89618925c83ffff,BTP137 - Madiwala Traffic PS Junction,43.7900229030962,1.831348,32.737385
HS_8961892590bffff,BTP187 - South End Circle,43.78920429785684,1.831348,34.86182
HS_89618920ac3ffff,No Junction,43.77085067127825,4.233095,36.470924
HS_896189259b3ffff,"BTP190 - 36th Cross, 4th Main, Jayanagar",43.76203467179655,1.831348,34.86182
HS_8960169644fffff,No Junction,43.749279386094045,4.233095,36.470924
HS_896189359a7ffff,No Junction,43.72839258924861,8.691567,66.186035
HS_8960145a5b7ffff,No Junction,43.71015984058701,4.233095,36.470924
HS_8961892e683ffff,No Junction,43.67774592890743,4.5688534,28.386276
HS_8960145b48bffff,BTP063 - Siddalingaiah Circle,43.67134184961873,2.2727077,39.16382
HS_89618920e8bffff,No Junction,43.669022943487725,4.233095,36.470924
HS_896189258abffff,BTP126 - Dairy Circle,43.64705957040294,1.9235661,51.652874
HS_89618924a3bffff,"BTP117 - 9th Cross, Kanakapura Road",43.60415053598714,1.831348,32.737385
HS_8961892584fffff,BTP132 - Anepalya Junction,43.59423386593787,1.831348,32.737385
HS_89618924a57ffff,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",43.52477280221785,1.831348,32.737385
HS_89618925963ffff,"BTP186 - 9th Cross, 4th Main, Jayanagar",43.48785855480404,1.831348,32.737385
HS_8961892594fffff,BTP185 - RV Teachers College,43.47900921694887,1.831348,55.158924
HS_8960145b1b3ffff,BTP071 - Prasanna Junction,43.4641753354532,1.9256024,38.38126
HS_8960145a273ffff,No Junction,43.425424930816945,4.345407,34.01901
HS_896014584cfffff,No Junction,43.36832426122144,3.9512236,32.532673
HS_8960145b013ffff,No Junction,43.35686311028152,4.396608,29.350582
HS_8960145850fffff,No Junction,43.34236249753259,4.233095,36.470924
HS_896014582d3ffff,No Junction,43.318981905153734,4.396608,29.350582
HS_89618926217ffff,No Junction,43.30818386807976,4.233095,36.470924
HS_8961892ec27ffff,No Junction,43.30618596025684,4.233095,36.470924
HS_8961892e2a7ffff,No Junction,43.27753354581262,3.9512236,32.532673
HS_8961892ed37ffff,BTP143 - ASC Junction,43.25869574298548,1.831348,32.737385
HS_8961892596bffff,BTP108 - Tagore Park Junction,43.211980847229384,2.1542363,36.807514
HS_8960145b51bffff,BTP043 - Upparpet Junction,43.21062073964564,2.3721125,45.66361
HS_89618925a6fffff,No Junction,43.19212228566246,4.233095,36.470924
HS_89618925acbffff,BTP141 - Palmgroove Junction,43.180538093670265,1.831348,32.737385
HS_8961892cd3bffff,No Junction,43.10094934528345,4.233095,36.470924
HS_8960145a353ffff,BTP017 - Attiguppe Circle,43.06292297912071,1.831348,35.92925
HS_8961892da2bffff,No Junction,43.05453636808396,4.233095,36.470924
HS_8961892ec2bffff,No Junction,42.9759499415273,4.233095,36.470924
HS_8960145b0d7ffff,BTP054 - Shivananda Circle,42.96084404668604,2.2727077,51.283882
HS_8960145a4bbffff,BTP158 - Devegowda Petrol Bunk,42.94868720879842,1.831348,32.737385
HS_89618925993ffff,"BTP226 - 33rd Cross, 11th Main, Jayanagar",42.94572226055343,1.8723645,32.532673
HS_89618925cb3ffff,"BTP164 - 29th Main Road, BTM Layout",42.92252708720827,3.8351264,15.461392
HS_89618925ca7ffff,"BTP163 - 16th Main Road, BTM Layout",42.897617691741665,1.831348,34.86182
HS_8960145a48fffff,BTP158 - Devegowda Petrol Bunk,42.89246320877607,1.831348,32.737385
HS_896189266abffff,No Junction,42.871534182184426,4.284296,33.288822
HS_8960145b40bffff,BTP047 - Vidhan Soudha Metro Station,42.86557972782746,1.831348,34.86182
HS_89618925da3ffff,"BTP198 - 9th Cross, 8th Main, JP Nagar",42.83757224361712,1.831348,32.737385
HS_89618925d0bffff,BTP128 - Gorappanapalya Junction,42.83757224361712,1.831348,34.86182
HS_8961892599bffff,BTP225 - Geetha Junction,42.83757224361712,1.8723645,37.37868
HS_8960145b02fffff,No Junction,42.83697558875099,6.6800327,81.28534
HS_8960145b5a3ffff,"BTP089 - Police Quarters, Sultan Road",42.82122193842197,1.831348,34.86182
HS_8961892e063ffff,No Junction,42.80590572945362,4.0024242,29.350582
HS_8960145a693ffff,BTP109 - Dewan Madhava Rao Junction,42.79518843246496,1.831348,32.737385
HS_89618924043ffff,No Junction,42.784034668250705,4.233095,36.470924
HS_896189259a7ffff,"BTP114 - KR Road Junction, Near JSS",42.78198194792622,1.831348,32.737385
HS_89618925d33ffff,"BTP179 - 9th Block, 28th Main, Jayanagar",42.78079724362717,1.831348,34.86182
HS_8960145a663ffff,BTP091 - Sirsi Circle,42.74842576632898,1.831348,34.86182
HS_8961892587bffff,BTP134 - Mico Bande,42.72265253656301,1.831348,55.158924
HS_8960145b413ffff,BTP041 - Gopal Gowda Circle,42.71067087900554,1.831348,34.86182
HS_89618924a2bffff,BTP157 - Kadirenahalli Cross,42.69438559646111,1.831348,32.737385
HS_896014594b7ffff,No Junction,42.68181010068561,4.233095,36.470924
HS_89618924a33ffff,"BTP159 - JP Nagar Metro, ORR",42.62216960031523,1.831348,32.737385
HS_8960145b567ffff,BTP074 - Leprosy Hospital Junction,42.60347151861133,1.9256024,38.38126
HS_89618925d13ffff,"BTP202 - East End Main Road, Jayanagar",42.60270873662621,1.831348,34.86182
HS_8961892e057ffff,No Junction,42.580965049385405,4.0024242,30.490746
HS_89618920e93ffff,No Junction,42.53451602715778,4.233095,36.470924
HS_89618921d13ffff,No Junction,42.44146285925072,4.284296,33.288822
HS_8961892526fffff,No Junction,42.370072051726254,4.233095,36.470924
HS_8961892dd5bffff,No Junction,42.36192137631247,4.233095,36.470924
HS_89618924b2bffff,No Junction,42.354506692548824,4.233095,36.470924
HS_89618925a47ffff,No Junction,42.31513927714208,4.233095,36.470924
HS_89618920977ffff,No Junction,42.29872316705336,4.233095,36.470924
HS_896014595d3ffff,No Junction,42.268550688737065,4.233095,36.470924
HS_8961892597bffff,BTP185 - RV Teachers College,42.24919106911245,1.831348,32.737385
HS_8960145a433ffff,BTP156 - Kamakya Junction,42.23800359999757,1.831348,32.737385
HS_8961892090bffff,No Junction,42.22748861857549,4.233095,36.470924
HS_8960145940fffff,No Junction,42.173096472694006,4.233095,36.470924
HS_8960145a42fffff,BTP154 - Itmadu Junction,42.1722759965406,1.831348,32.737385
HS_8960145a20bffff,No Junction,42.140010627389245,3.9512236,32.532673
HS_89618924a2fffff,BTP157 - Kadirenahalli Cross,42.137155937041264,1.831348,32.737385
HS_89618925bd3ffff,BTP103 - Shanti Nagar TTMC,42.134661676622194,1.831348,68.406975
HS_8960145a30bffff,No Junction,42.11666808966007,4.233095,36.470924
HS_89618925577ffff,No Junction,42.09818773391857,4.284296,33.288822
HS_89618925123ffff,No Junction,42.07439615023395,10.405054,90.93285
HS_89618924b77ffff,No Junction,42.052673434633334,4.233095,36.470924
HS_8960145a647ffff,BTP214 - 5th Main Chamrajpet  Junction,42.035378133465024,1.831348,32.737385
HS_896189258b3ffff,"BTP127 - Sagar Hospital, Jayanagar",42.00945504771027,1.831348,34.86182
HS_8960145165bffff,No Junction,41.97127615636951,4.233095,36.470924
HS_8960145a417ffff,BTP158 - Devegowda Petrol Bunk,41.966878610945486,1.831348,32.737385
HS_8961892cb43ffff,No Junction,41.95808517627867,19.956032,94.16245
HS_89618920a9bffff,No Junction,41.95317465298323,4.233095,36.470924
HS_89618924e2bffff,No Junction,41.888223084473715,4.233095,36.470924
HS_8960145b253ffff,No Junction,41.87805118189149,4.233095,36.470924
HS_89618924e4fffff,BTP222 - Delmia Circle,41.86507180788702,1.831348,32.737385
HS_89618925c23ffff,No Junction,41.85395295535483,4.345407,32.532673
HS_89618924a27ffff,BTP157 - Kadirenahalli Cross,41.84851171607406,1.831348,32.737385
HS_8960145939bffff,No Junction,41.843316995543816,4.233095,36.470924
HS_89618925437ffff,No Junction,41.83737545223132,4.233095,36.470924
HS_8961892e94bffff,No Junction,41.837165334045615,4.233095,36.470924
HS_89618925857ffff,BTP133 - Adugodi Junction,41.78834361977778,1.831348,32.737385
HS_89601697477ffff,No Junction,41.767170460456825,4.233095,36.470924
HS_89618925cafffff,"BTP164 - 29th Main Road, BTM Layout",41.72947738696567,1.831348,32.737385
HS_8960145a67bffff,BTP214 - 5th Main Chamrajpet  Junction,41.70051642527395,1.831348,34.86182
HS_89618927223ffff,No Junction,41.69274942447142,4.233095,36.470924
HS_8960145a3afffff,No Junction,41.63491123525115,4.233095,36.470924
HS_8961892552fffff,No Junction,41.6265430046901,4.233095,36.470924
HS_8961892447bffff,No Junction,41.6097005493774,4.233095,36.470924
HS_8960145a4abffff,BTP158 - Devegowda Petrol Bunk,41.59691009525855,1.831348,32.737385
HS_89618925ebbffff,No Junction,41.593389649510655,4.233095,36.470924
HS_89618924463ffff,No Junction,41.56753807415454,4.233095,36.470924
HS_896014580afffff,No Junction,41.55815581966672,4.233095,36.470924
HS_89618925a57ffff,BTP141 - Palmgroove Junction,41.537874753546994,1.831348,32.737385
HS_8960145a6cfffff,BTP215 - Vanivillas Junction,41.51935706068316,1.831348,32.737385
HS_89618924a17ffff,BTP196 - Sarakki Main Road,41.51713015901707,1.831348,32.737385
HS_8961892184bffff,No Junction,41.50788099682701,3.9512236,32.532673
HS_8961892e073ffff,No Junction,41.49452473829307,4.0024242,29.350582
HS_8961892288bffff,No Junction,41.48828166776018,4.233095,36.470924
HS_896016964b3ffff,No Junction,41.48235445901092,4.233095,36.470924
HS_89618925a4bffff,No Junction,41.480426078633016,4.233095,36.470924
HS_89618925847ffff,BTP134 - Mico Bande,41.48038093655196,1.831348,32.737385
HS_89618925db3ffff,"BTP198 - 9th Cross, 8th Main, JP Nagar",41.43865779082593,1.831348,32.737385
HS_8960145a3a3ffff,No Junction,41.42676442239961,4.233095,36.470924
HS_89601458627ffff,No Junction,41.40733201403851,8.413265,51.99677
HS_8961892718fffff,No Junction,41.39574706648604,4.233095,36.470924
HS_8960145b447ffff,BTP034 - LRDE Junction,41.2846214663636,1.831348,34.86182
HS_89618925237ffff,No Junction,41.28299234507079,4.233095,36.470924
HS_8961892096bffff,No Junction,41.2787357922455,4.233095,36.470924
HS_896189246c7ffff,No Junction,41.26432354838112,4.233095,36.470924
HS_8960145b333ffff,BTP023 - Mahalaxmi Layout Entrance,41.244718433767765,2.3721125,22.577524
HS_8960145b003ffff,No Junction,41.21787302590841,5.397049,27.53371
HS_8960145b4d7ffff,No Junction,41.18286872154031,4.233095,36.470924
HS_89618920933ffff,No Junction,41.15638081789484,4.233095,36.470924
HS_8961892536fffff,"BTP148 - 17th Main, Doopanahalli Bus Stop",41.13965475009428,3.3322031,32.737385
HS_8960145b6b3ffff,No Junction,41.133524623333194,4.284296,29.350582
HS_8961892eb87ffff,No Junction,41.101207047862125,4.233095,36.470924
HS_8961892e413ffff,No Junction,41.06727902489837,3.9512236,32.532673
HS_8960145b46bffff,BTP032 - Windsor Circle,41.04872013580642,2.3721125,22.577524
HS_8961892428fffff,No Junction,41.03913035267637,4.233095,36.470924
HS_8961892420bffff,No Junction,41.00875125992297,4.233095,36.470924
HS_89601458473ffff,No Junction,41.007822878828286,4.284296,33.288822
HS_89601459e17ffff,No Junction,40.999695094503025,4.233095,36.470924
HS_8961892528fffff,No Junction,40.942373465450224,4.233095,36.470924
HS_896189264d3ffff,No Junction,40.941086746682224,4.233095,36.470924
HS_8961892e493ffff,No Junction,40.83420848341492,4.233095,36.470924
HS_89618925cb7ffff,"BTP164 - 29th Main Road, BTM Layout",40.814220906109696,1.831348,34.86182
HS_8961892f477ffff,No Junction,40.79674638689299,3.9512236,32.532673
HS_89618921887ffff,No Junction,40.79221146758112,4.233095,36.470924
HS_89601459ebbffff,No Junction,40.79004572010621,4.233095,36.470924
HS_8960145a51bffff,No Junction,40.78607607088753,4.233095,36.470924
HS_8961892aba3ffff,No Junction,40.64847229244872,3.9512236,32.532673
HS_89618925a43ffff,No Junction,40.64237606388173,4.233095,36.470924
HS_8961892cd33ffff,No Junction,40.62162293702961,4.233095,36.470924
HS_8961892e913ffff,No Junction,40.607818090734526,6.458037,39.231617
HS_89618925433ffff,No Junction,40.58551005578168,5.284737,31.471958
HS_8960145b2c7ffff,BTP030 - Mekhri Circle,40.52799454512236,1.831348,32.737385
HS_89618920bcfffff,No Junction,40.49265940310655,4.233095,36.470924
HS_8960145b477ffff,BTP052 - CID Carlton House Junction,40.47905442036045,1.831348,34.86182
HS_8960145b693ffff,No Junction,40.44086242653442,5.073111,28.386276
HS_89618925a07ffff,BTP172 - Nanjappa Circle,40.42591964663089,1.831348,32.737385
HS_8961892cb0fffff,No Junction,40.41009314284696,4.233095,36.470924
HS_8960145a067ffff,No Junction,40.395148327913546,4.233095,36.470924
HS_8961892f473ffff,No Junction,40.38721603981033,3.9512236,32.532673
HS_896014514dbffff,No Junction,40.379637482962494,4.233095,36.470924
HS_89618925eb7ffff,No Junction,40.349190846664435,5.8403635,31.471958
HS_8961892cb97ffff,No Junction,40.34470770222977,4.284296,33.288822
HS_8961892ed27ffff,No Junction,40.33118212408075,4.233095,36.470924
HS_8961892f537ffff,No Junction,40.28568261561469,3.9512236,32.532673
HS_89618920b1bffff,No Junction,40.284731161774864,4.233095,36.470924
HS_8960145b43bffff,BTP052 - CID Carlton House Junction,40.26985445247826,1.831348,34.86182
HS_89618925a73ffff,No Junction,40.26751725469301,4.233095,36.470924
HS_89618924aa3ffff,"BTP159 - JP Nagar Metro, ORR",40.21577206372768,1.831348,32.737385
HS_89618925d8fffff,"BTP202 - East End Main Road, Jayanagar",40.205896160952776,1.831348,34.86182
HS_89618924257ffff,No Junction,40.19953911580178,4.284296,33.288822
HS_89618925adbffff,BTP142 - Lower Agram Road Junction,40.18489520822182,1.831348,32.737385
HS_8960145a0cfffff,No Junction,40.12027088267104,4.233095,36.470924
HS_8960145857bffff,No Junction,40.10838342367275,4.233095,36.470924
HS_89618921d8fffff,No Junction,40.10827962537168,4.233095,36.470924
HS_8960145862bffff,No Junction,40.099173915424494,4.345407,32.532673
HS_896189251afffff,No Junction,40.09760283476908,4.233095,36.470924
HS_8960145b603ffff,No Junction,40.09656823023124,4.233095,36.470924
HS_8960145a61bffff,BTP215 - Vanivillas Junction,40.062094643061975,1.831348,32.737385
HS_8961892cc57ffff,No Junction,40.05718961196832,4.233095,36.470924
HS_89618924abbffff,"BTP159 - JP Nagar Metro, ORR",40.03979060443979,1.831348,32.737385
HS_89618925883ffff,BTP136 - Hosur-Tavarkere Road Junction,40.03979060443979,1.831348,34.86182
HS_89618925d2fffff,No Junction,40.01193175269992,3.9512236,32.532673
HS_89618926453ffff,No Junction,40.00033825401379,4.233095,36.470924
HS_8960145a55bffff,BTP154 - Itmadu Junction,39.98962179762773,1.831348,32.737385
HS_89618921a87ffff,No Junction,39.97576081804764,4.0024242,29.350582
HS_89618924ad7ffff,"BTP221 - 15th Cross, 24th Main, JP Nagar",39.97540887112,1.831348,32.737385
HS_89618924a9bffff,"BTP221 - 15th Cross, 24th Main, JP Nagar",39.97540887112,1.831348,32.737385
HS_89618924ec7ffff,No Junction,39.949373435046645,4.200417,35.762054
HS_8961892ebbbffff,No Junction,39.94778434186416,4.233095,36.470924
HS_8960145950bffff,No Junction,39.920495488593474,4.233095,36.470924
HS_8960145901bffff,No Junction,39.86673218481751,4.233095,36.470924
HS_8961892590fffff,BTP187 - South End Circle,39.83495430367026,1.831348,32.737385
HS_89618925b5bffff,BTP203 - RRMR Junction,39.83495430367026,1.831348,34.86182
HS_8960145917bffff,No Junction,39.82897403114331,4.233095,36.470924
HS_8961892592bffff,"BTP110 - Bharathi Nursing Home, Basavanagudi",39.82151393840385,1.831348,32.737385
HS_8961892728fffff,No Junction,39.81372951463029,4.233095,36.470924
HS_89618920e43ffff,No Junction,39.79962918539207,4.233095,36.470924
HS_89618924a6bffff,"BTP113 - 27th Cross, Pai Vista, KR Road",39.792891277856974,1.831348,32.737385
HS_89618924ccbffff,No Junction,39.77807937190582,4.960799,46.19388
HS_8961892e067ffff,No Junction,39.770543392026205,3.9512236,32.532673
HS_896189253cbffff,No Junction,39.75488411706685,4.233095,36.470924
HS_89618925c1bffff,No Junction,39.73482449924081,4.233095,36.470924
HS_896014584d7ffff,BTP028 - Vijayanagar Bus Stand Junction,39.73162423764304,2.3721125,23.644955
HS_89618924473ffff,No Junction,39.72504198326943,4.233095,36.470924
HS_8960145a657ffff,BTP106 - VV Puram College,39.72000159162639,1.831348,32.737385
HS_8960145a04fffff,"BTP095 - Satellite Bus Stand, Mysore Road",39.72000159162639,2.2074738,36.807514
HS_8960145b37bffff,No Junction,39.716630523425074,4.233095,36.470924
HS_8960145a437ffff,BTP156 - Kamakya Junction,39.71582829403481,1.831348,32.737385
HS_8960145b0c3ffff,BTP032 - Windsor Circle,39.71582829403481,2.3721125,22.577524
HS_8961892532bffff,BTP146 - Domlur Water Tank,39.71046477946752,1.831348,32.737385
HS_8961892e977ffff,No Junction,39.64810550659022,4.233095,36.470924
HS_8961892e92bffff,No Junction,39.636551188812035,4.345407,32.532673
HS_8961892e047ffff,No Junction,39.63421956964794,3.9512236,32.532673
HS_8960145b0bbffff,No Junction,39.61862654286442,4.345407,32.532673
HS_8961892092fffff,No Junction,39.61751972327533,4.233095,36.470924
HS_89618925a53ffff,BTP141 - Palmgroove Junction,39.59842098867991,1.831348,32.737385
HS_89618925dd3ffff,"BTP163 - 16th Main Road, BTM Layout",39.5984209886799,1.831348,34.86182
HS_8961892e44fffff,No Junction,39.5900215243928,4.5688534,31.82381
HS_89618926633ffff,No Junction,39.55962227859263,4.233095,36.470924
HS_8961892404fffff,No Junction,39.54315012658143,4.233095,36.470924
HS_8960145b397ffff,No Junction,39.534168617912506,4.312729,34.392014
HS_8960145a177ffff,No Junction,39.52099332711988,4.233095,36.470924
HS_8961892eeb3ffff,No Junction,39.51475427818176,4.233095,36.470924
HS_89618925823ffff,"BTP123 - 10th Cross, Wilson Garden",39.50949698947074,1.831348,55.158924
HS_8960145848bffff,"BTP025 - Puttamma Choultry, Nagarbhavi",39.50949698947074,1.831348,35.92925
HS_89618925d87ffff,BTP130 - GD Mara Junction,39.50949698947074,1.831348,34.86182
HS_896189244d3ffff,No Junction,39.48865174083492,4.233095,36.470924
HS_89618924293ffff,No Junction,39.47400073420873,4.233095,36.470924
HS_8961892e4c3ffff,No Junction,39.47400073420873,3.9512236,32.532673
HS_896189209cbffff,No Junction,39.47400073420873,4.233095,36.470924
HS_8960145add7ffff,No Junction,39.47400073420873,4.233095,36.470924
HS_8961892f647ffff,No Junction,39.47400073420873,3.9512236,32.532673
HS_8960145a087ffff,BTP154 - Itmadu Junction,39.47362667765834,1.831348,32.737385
HS_8961892191bffff,No Junction,39.472181102678675,4.233095,36.470924
HS_8961892c923ffff,No Junction,39.46193668554291,4.233095,36.470924
HS_8960145a30fffff,No Junction,39.45106226633933,4.233095,36.470924
HS_89601459417ffff,No Junction,39.445935491266354,4.233095,36.470924
HS_89618925b1bffff,"BTP102 - BMTC Junction, KH Road",39.43263448040109,1.831348,55.158924
HS_89601697463ffff,No Junction,39.410105426628725,4.233095,36.470924
HS_89618925d9bffff,No Junction,39.40561253603111,4.345407,32.532673
HS_8960145a3d3ffff,BTP096 - Gali Anjaneya Temple,39.39273144780523,2.2074738,36.807514
HS_8961892e9a7ffff,BTP051 - Safina Plaza Junction,39.36122268426664,2.2727077,51.283882
HS_8961892ddbbffff,No Junction,39.34710299407672,4.233095,36.470924
HS_89618925ab3ffff,BTP132 - Anepalya Junction,39.33866927461088,1.831348,32.737385
HS_89618925d37ffff,"BTP178 - 18th Main, Marenahalli",39.33404490882617,1.831348,32.737385
HS_896014596d7ffff,No Junction,39.26270401229933,4.233095,36.470924
HS_89618925d0fffff,BTP128 - Gorappanapalya Junction,39.25986802799572,1.831348,34.86182
HS_89618925803ffff,BTP126 - Dairy Circle,39.25986802799572,2.1542363,36.807514
HS_8961892522bffff,No Junction,39.25228221449525,4.233095,36.470924
HS_8961892594bffff,No Junction,39.192996902197095,4.345407,68.414894
HS_8961892ed1bffff,No Junction,39.1830270012266,31.776516,100.0
HS_8961892c953ffff,No Junction,39.16508503190418,4.233095,36.470924
HS_8960145b0b3ffff,No Junction,39.15408296118844,4.345407,32.532673
HS_89618925133ffff,No Junction,39.148245152694535,13.3917,100.0
HS_896189266bbffff,No Junction,39.13057339333414,4.233095,36.470924
HS_89618924e53ffff,BTP181 - Bileka Halli Junction,39.110120722323586,1.831348,32.737385
HS_8960145ad9bffff,No Junction,39.10736215713172,4.233095,36.470924
HS_8961892e867ffff,No Junction,39.10405008041758,4.233095,36.470924
HS_896014584d3ffff,BTP020 - Hosahalli Metro Station,39.09823892601713,2.3849998,23.644955
HS_89618924933ffff,No Junction,39.078197696156195,4.284296,33.288822
HS_896189242a3ffff,No Junction,39.07668116688519,4.233095,36.470924
HS_8961892e893ffff,No Junction,39.070114863724854,4.284296,33.288822
HS_8961892e447ffff,No Junction,39.06964633668312,3.9512236,32.532673
HS_8961892ebb3ffff,No Junction,39.04118102332848,4.284296,33.288822
HS_8960145a0afffff,No Junction,39.03387794825567,4.233095,36.470924
HS_89601459007ffff,No Junction,39.03050975329348,4.233095,36.470924
HS_89601459583ffff,No Junction,39.006787923857125,4.345407,32.532673
HS_89618924a87ffff,"BTP161 - 15th Cross, 35th Main, JP Nagar",39.004933820021726,1.831348,32.737385
HS_8960145a07bffff,BTP096 - Gali Anjaneya Temple,39.004933820021726,2.2074738,36.807514
HS_89618921d43ffff,No Junction,38.995270399092334,4.233095,36.470924
HS_89618924e97ffff,No Junction,38.992325487519935,4.233095,36.470924
HS_89618924a4fffff,"BTP191 - 40th Cross, 4th Main, Jayanagar",38.99052102996502,1.831348,34.86182
HS_8960145a28fffff,"BTP093 - Toll Gate, Mysore Road",38.98991654968996,1.831348,32.737385
HS_8960169018bffff,No Junction,38.9555127770513,4.233095,36.470924
HS_89618925c43ffff,No Junction,38.95309787569942,4.233095,36.470924
HS_89601459847ffff,No Junction,38.94361429965154,4.960799,46.19388
HS_89618925903ffff,BTP218 - Syndicate Bank Junction,38.9270878844985,1.831348,34.86182
HS_896016911d7ffff,No Junction,38.9254199961946,10.2832,41.393063
HS_8961892419bffff,No Junction,38.92154788028631,4.233095,36.470924
HS_8961892e3d7ffff,No Junction,38.9039004687364,3.9512236,32.532673
HS_89601690573ffff,No Junction,38.88289471040531,4.233095,36.470924
HS_89618924827ffff,No Junction,38.87175929762374,4.200417,38.330257
HS_89618924877ffff,No Junction,38.86139511964181,4.233095,36.470924
HS_896014514d7ffff,No Junction,38.82668267176577,4.233095,36.470924
HS_89618921d87ffff,No Junction,38.82075029674017,4.233095,36.470924
HS_89601458083ffff,No Junction,38.81611145878032,4.233095,36.470924
HS_896014586dbffff,"BTP026 - 1st Block Junction, Rajajinagar",38.78930977723527,2.3721125,22.577524
HS_896189218a3ffff,No Junction,38.77174806667593,4.233095,36.470924
HS_8961892cd23ffff,No Junction,38.76928745210256,4.233095,36.470924
HS_89601459eb3ffff,No Junction,38.750176484941456,4.284296,33.288822
HS_89601459533ffff,No Junction,38.73732817675471,4.345407,32.532673
HS_89618921d4bffff,No Junction,38.73530050475882,4.233095,36.470924
HS_8960145b123ffff,"BTP024 - NPS, Vijayanagar",38.726269268905966,2.3721125,23.644955
HS_89601458037ffff,No Junction,38.704306337954925,8.300953,74.66404
HS_8960145956fffff,No Junction,38.65506583347076,4.233095,36.470924
HS_89618924b67ffff,No Junction,38.649411404983,4.233095,36.470924
HS_89618934a6bffff,No Junction,38.64912902895966,5.2335362,34.65406
HS_8960145ad87ffff,No Junction,38.63199053317619,4.233095,36.470924
HS_89618925bcbffff,"BTP101 - Blood Bank Circle, KH Road",38.63134667393189,1.831348,32.737385
HS_8960169668fffff,No Junction,38.613409822428835,4.233095,36.470924
HS_8960145334bffff,No Junction,38.57490080703408,4.233095,36.470924
HS_896014581cfffff,No Junction,38.552601453330695,8.251642,45.93378
HS_89618924e5bffff,BTP181 - Bileka Halli Junction,38.53905616576924,1.831348,32.737385
HS_89618925d83ffff,BTP130 - GD Mara Junction,38.521384234842934,1.831348,34.86182
HS_89618925a6bffff,No Junction,38.50894412871536,4.233095,36.470924
HS_8960145b4d3ffff,No Junction,38.5088354227812,4.233095,36.470924
HS_89618921d1bffff,No Junction,38.49059506157448,4.233095,36.470924
HS_896016961a7ffff,No Junction,38.479709689982975,4.233095,36.470924
HS_8960145ad8fffff,No Junction,38.47264941870272,4.233095,36.470924
HS_896014583cbffff,No Junction,38.46613905797561,4.284296,33.288822
HS_89618925c2bffff,BTP140 - Madiwala Check Post,38.46560074956638,2.1542363,37.035767
HS_8961892edd7ffff,No Junction,38.460559941876035,4.233095,36.470924
HS_8960145a3abffff,No Junction,38.455373310034545,4.233095,36.470924
HS_89618920bc3ffff,No Junction,38.45102010421853,4.233095,36.470924
HS_89601459517ffff,No Junction,38.44239010721592,4.345407,32.532673
HS_8961892553bffff,No Junction,38.43911407272479,4.233095,36.470924
HS_8961892db63ffff,No Junction,38.42712490773522,4.233095,36.470924
HS_8961892abbbffff,No Junction,38.42559998552869,3.9512236,32.532673
HS_89618925a0bffff,No Junction,38.42531852631063,4.233095,36.470924
HS_896189254b7ffff,No Junction,38.41017527283,5.8403635,31.471958
HS_896014590cbffff,No Junction,38.39587807546241,4.233095,36.470924
HS_896189242c3ffff,No Junction,38.37108608576427,4.960799,32.324524
HS_8960145b60bffff,No Junction,38.361750351883245,4.233095,36.470924
HS_8960169760bffff,No Junction,38.35248308966089,4.233095,36.470924
HS_8961892cb67ffff,No Junction,38.337187869262266,4.233095,36.470924
HS_896014592b7ffff,No Junction,38.32961005697142,4.284296,33.288822
HS_8960145b297ffff,No Junction,38.32592216609762,4.284296,33.288822
HS_8960145b06fffff,No Junction,38.31606467582857,4.345407,32.532673
HS_8960145866fffff,No Junction,38.30842043320485,4.345407,32.532673
HS_8961892e427ffff,No Junction,38.304001572111794,3.9512236,32.532673
HS_8960145b493ffff,"BTP099 - Cash Pharmacy, Residency Road",38.27962716715544,1.831348,34.86182
HS_8960145b32fffff,No Junction,38.25203066174412,4.345407,32.532673
HS_89601459eafffff,No Junction,38.23878899318364,4.233095,36.470924
HS_8960145b687ffff,No Junction,38.23347885705656,4.233095,32.532673
HS_89618934ac7ffff,No Junction,38.22548523190253,4.233095,36.470924
HS_89618924247ffff,No Junction,38.204169135848765,4.233095,36.470924
HS_89601459853ffff,No Junction,38.19982843640592,4.233095,36.470924
HS_89618925b9bffff,BTP122 - Siddapura Junction,38.19122696935754,1.831348,55.158924
HS_89601459683ffff,No Junction,38.19040994798965,4.233095,36.470924
HS_89618924a23ffff,BTP157 - Kadirenahalli Cross,38.186556763309305,1.831348,32.737385
HS_89618925aabffff,BTP172 - Nanjappa Circle,38.186556763309305,1.831348,32.737385
