hotspot_id,dominant_junction,historical_CHI,pred_24h_CHI,chi_pct_change
HS_896014516cbffff,No Junction,19.568955461842393,36.470924,86.37133928050605
HS_89618925233ffff,No Junction,19.568955461842393,36.470924,86.37133928050605
HS_89618924117ffff,No Junction,19.568955461842393,36.470924,86.37133928050605
HS_89618925b97ffff,No Junction,37.30294817813723,68.414894,83.40345051896189
HS_8960145a68fffff,No Junction,49.86797376492387,90.93285,82.347199682476
HS_8960145a423ffff,BTP155 - Katriguppe Junction,54.92071797074799,100.0,82.080649516021
HS_8960145a323ffff,No Junction,50.11924464435599,90.93285,81.43300910455874
HS_8961892594bffff,No Junction,39.192996902197095,68.414894,74.55897612200377
HS_8961892c96fffff,No Junction,57.38161125530659,100.0,74.27185785193878
HS_896014586b3ffff,No Junction,19.568955461842393,34.01901,73.8417193641656
HS_89618925947ffff,"BTP186 - 9th Cross, 4th Main, Jayanagar",53.765605717373,92.882286,72.75409591780118
HS_8961892d873ffff,No Junction,21.232571969694636,36.470924,71.76875429644865
HS_8961892ea7bffff,No Junction,21.232571969694636,36.470924,71.76875429644865
HS_89601458053ffff,No Junction,21.232571969694636,36.470924,71.76875429644865
HS_8961892e32bffff,No Junction,21.232571969694636,36.470924,71.76875429644865
HS_89618925cc3ffff,No Junction,21.232571969694636,36.470924,71.76875429644865
HS_89618921d3bffff,No Junction,21.232571969694636,36.470924,71.76875429644865
HS_8961892638bffff,No Junction,21.37134694988872,36.470924,70.65337277504311
HS_8961892ed53ffff,No Junction,21.37134694988872,36.470924,70.65337277504311
HS_89601690c73ffff,No Junction,21.37134694988872,36.470924,70.65337277504311
HS_89618924b27ffff,No Junction,21.37134694988872,36.470924,70.65337277504311
HS_8961892ed2bffff,No Junction,58.671104507519175,100.0,70.44165239327342
HS_8960145b00fffff,No Junction,59.101722724854554,100.0,69.19980567325517
HS_8960145b25bffff,No Junction,58.02268236405179,96.56982,66.43459532506158
HS_89618924373ffff,No Junction,19.568955461842393,32.532673,66.24634332433178
HS_8961892e6c7ffff,No Junction,19.568955461842393,32.532673,66.24634332433178
HS_8961892e697ffff,No Junction,19.568955461842393,32.532673,66.24634332433178
HS_896189243b7ffff,No Junction,19.568955461842393,32.532673,66.24634332433178
HS_8961892e293ffff,No Junction,19.568955461842393,32.532673,66.24634332433178
HS_8960145866bffff,No Junction,19.568955461842393,32.532673,66.24634332433178
HS_8961892f693ffff,No Junction,19.568955461842393,32.532673,66.24634332433178
HS_89618925403ffff,No Junction,60.450514543473,100.0,65.4245638026538
HS_8961892e383ffff,No Junction,60.64862240697752,100.0,64.8842068150507
HS_8960145126bffff,No Junction,22.175194476673312,36.470924,64.46721319989396
HS_8961892cecbffff,No Junction,22.175194476673312,36.470924,64.46721319989396
HS_89618920923ffff,No Junction,60.89991057995181,100.0,64.20385358155174
HS_8960145ad13ffff,No Junction,22.320130388285556,36.470924,63.399244283011534
HS_8960145b157ffff,"BTP204 - ESI Hospital, Rajajinagar",60.00025342688278,97.6964,62.82665142818487
HS_896189252bbffff,No Junction,22.412533357894727,36.470924,62.72557767145349
HS_89618925bd3ffff,BTP103 - Shanti Nagar TTMC,42.134661676622194,68.406975,62.353207716475126
HS_8961892421bffff,No Junction,56.31963060490913,90.93285,61.45854069363207
HS_896189259bbffff,"BTP189 - New Diagonal Road, Jayanagar",62.203225984221966,100.0,60.763366236608526
HS_8961892c9b7ffff,No Junction,51.09321614160118,81.9042,60.30346859723898
HS_89601458093ffff,No Junction,22.856912539756102,36.470924,59.56190195856861
HS_8961892cb7bffff,No Junction,62.92732132596377,100.0,58.91348605480855
HS_8961892ce8fffff,No Junction,23.009808154727345,36.470924,58.501644742954916
HS_89601459337ffff,No Junction,23.009808154727345,36.470924,58.501644742954916
HS_8960145a5a3ffff,No Junction,23.009808154727345,36.470924,58.501644742954916
HS_8961892586bffff,No Junction,34.93051776722575,55.16684,57.93307149706997
HS_89618924dcbffff,No Junction,23.12342783190781,36.470924,57.72282830452803
HS_896189249a7ffff,No Junction,23.12342783190781,36.470924,57.72282830452803
HS_8961892c09bffff,No Junction,23.12342783190781,36.470924,57.72282830452803
HS_89601459613ffff,No Junction,23.12342783190781,36.470924,57.72282830452803
HS_89618924903ffff,No Junction,23.12342783190781,36.470924,57.72282830452803
HS_89601451697ffff,No Junction,23.12342783190781,36.470924,57.72282830452803
HS_896189271bbffff,No Junction,23.12342783190781,36.470924,57.72282830452803
HS_896014594bbffff,No Junction,23.12342783190781,36.470924,57.72282830452803
HS_8961892c99bffff,No Junction,23.12342783190781,36.470924,57.72282830452803
HS_89618924913ffff,No Junction,23.12342783190781,36.470924,57.72282830452803
HS_8961892660bffff,No Junction,23.12342783190781,36.470924,57.72282830452803
HS_8961892ec47ffff,No Junction,23.12342783190781,36.470924,57.72282830452803
HS_8961892ce4fffff,No Junction,23.12342783190781,36.470924,57.72282830452803
HS_89618925653ffff,No Junction,23.12342783190781,36.470924,57.72282830452803
